,diferencia,T,xT
77,13.867688371779884,1,13.867688371779884
78,14.34462444771723,1,14.34462444771723
79,-26.16102017510468,0,-0.0
80,52.36142505651017,1,52.36142505651017
81,-46.051379638439585,0,-0.0
82,15.609858858226247,1,15.609858858226247
83,20.284069097888676,1,20.284069097888676
84,53.3761105626851,1,53.3761105626851
85,-1.917851170568562,0,-0.0
86,50.31751471655511,1,50.31751471655511
